X,Y
0.01,0.1438892
0.02,0.12216659999999999
0.03,0.1109202
0.04,0.10493219999999999
0.05,0.10026793999999999
0.06,0.09654621999999999
0.07,0.09408866
0.08,0.09226034
0.09,0.09035970000000002
0.1,0.08926056
0.11,0.08748246
0.12,0.08670348
0.13,0.08604416000000001
0.14,0.08536210000000001
0.15,0.08498974000000001
0.16,0.08385944000000001
0.17,0.08403362
0.18,0.08344847999999999
0.19,0.08472719999999999
0.2,0.08377362000000001
0.21,0.08378838
0.22,0.08380682
0.23,0.08328854000000001
0.24,0.08355902
0.25,0.08374744
0.26,0.08433288000000001
0.27,0.08408798
0.28,0.08561318
0.29,0.08470470000000001
0.3,0.08588846
0.31,0.08626
0.32,0.08682092
0.33,0.08749196000000001
0.34,0.08741018
0.35,0.08773086000000001
0.36,0.08887658000000001
0.37,0.08859828
0.38,0.0900214
0.39,0.09076535999999999
0.4,0.09160046000000001
0.41,0.09257482
0.42,0.09258004
0.43,0.09375576000000001
0.44,0.09447158000000001
0.45,0.09577211999999999
0.46,0.09691266
0.47,0.09805014000000001
0.48,0.09887994
0.49,0.10015297999999999
0.5,0.10152380000000001
0.51,0.103016
0.52,0.10430120000000001
0.53,0.10603340000000001
0.54,0.1080222
0.55,0.10979540000000002
0.56,0.1109896
0.57,0.11433
0.58,0.1159648
0.59,0.11899299999999999
0.6,0.1220786
0.61,0.12450239999999999
0.62,0.12923640000000003
0.63,0.1327612
0.64,0.1382282
0.65,0.14397100000000002
0.66,0.1510776
0.67,0.1610528
0.68,0.17639259999999998
0.69,0.20275919999999997
0.692,0.20952359999999998
0.694,0.22060779999999997
0.696,0.2363612
0.698,0.2543518
0.7,0.2812558
0.702,0.308833
0.704,0.3468108
0.706,0.3757498
0.708,0.41991439999999997
0.71,0.47128620000000004
0.712,0.5042038
0.714,0.5729141999999999
0.716,0.6146109999999999
0.718,0.6511303999999999
0.72,0.6825008
0.722,0.7002112
0.724,0.7437212
0.726,0.7500304
0.728,0.7781332000000001
0.73,0.8006548
0.74,0.8371368
0.75,0.8596022
0.76,0.8846445999999999
0.77,0.9028596
0.78,0.9078324
0.79,0.9323344
0.8,0.9409091999999999
0.81,0.9490722
0.82,0.9537372
0.83,0.9678715999999999
0.84,0.966534
0.85,0.9671658000000001
0.86,0.9745848
0.87,0.9740968000000001
