X,Y_1,Y_2
0.01,9.85595235892158,0.10146152939698443
0.02,4.717728006360986,0.2119664377962622
0.03,2.9822655437462786,0.3353155462956577
0.04,2.2267141615756976,0.4490922172482015
0.05,1.7569606391693453,0.5691647141695669
0.06,1.4162082787436063,0.7061108277711476
0.07,1.1940816075116136,0.8374636990548187
0.08,1.0440367122899956,0.9578207243369774
0.09,0.9104239490111998,1.0983893834142737
0.1,0.8016315947923649,1.2474558219714575
0.11,0.7251503704861735,1.3790243247473692
0.12,0.6691552191233183,1.4944215802577645
0.13,0.6107401396879982,1.6373575847018316
0.14,0.5624517905013074,1.7779301566605565
0.15,0.5245146727034493,1.9065243586910698
0.16,0.49144504765195685,2.0348154992665703
0.17,0.4606098022703993,2.171034995501363
0.18,0.4344574598642585,2.3017213245974397
0.19,0.41737853576582024,2.3959066274578933
0.2,0.39409076187582365,2.537486530361998
0.21,0.3777769297057691,2.647064765915823
0.22,0.35832411556865534,2.7907694641568126
0.23,0.3515441631705997,2.8445928129795552
0.24,0.33573686994787866,2.978523032502342
0.25,0.3246494053321071,3.080245900888155
0.26,0.31600125158442866,3.1645444281818667
0.27,0.3073019104107302,3.254128809884166
0.28,0.2998391280451347,3.3351217585233583
0.29,0.29760930225479765,3.3601100248669376
0.3,0.2861699059851466,3.494427537925334
0.31,0.284011461380911,3.5209846642731724
0.32,0.27674364502072046,3.6134524423320635
0.33,0.27216490768301893,3.674242974647802
0.34,0.26911681319123143,3.7158585082137217
0.35,0.2655238645468352,3.7661398221462394
0.36,0.2642455521539218,3.784358873210114
0.37,0.2648766224423801,3.7753426133993195
0.38,0.26450348841043153,3.7806684743918932
0.39,0.26721004943061016,3.742374218824741
0.4,0.26410544037158984,3.7863665307046483
0.41,0.2685638375533323,3.7235094981892964
0.42,0.2659072236460449,3.7607101690893607
0.43,0.2760142701993992,3.623001083522154
0.44,0.2813131309188856,3.554757635143388
0.45,0.28732637355430013,3.4803627235110595
0.46,0.3009408000829675,3.3229126782553458
0.47,0.3163357511657505,3.16119817730001
0.48,0.32773594817267543,3.0512368434881805
0.49,0.3470157473313925,2.881713604325344
0.5,0.382255398380727,2.6160520014527
0.51,0.41914776718324154,2.3857934558979137
0.52,0.48187186105198093,2.0752404961287563
0.53,0.5504702480198105,1.8166286072630973
0.531,0.5574514848389611,1.7938780812268964
0.532,0.5876265523547431,1.7017610861741863
0.533,0.5863079287912666,1.705588396291351
0.534,0.6065439704361217,1.6486850891963738
0.535,0.6285876112285221,1.5908681337921746
0.536,0.6270902101444173,1.594666897717479
0.537,0.6648069900185622,1.5041959771994557
0.538,0.6571473178446507,1.5217288009024477
0.539,0.6854141780266023,1.4589718626468038
0.54,0.8501829916473945,1.1762173671132916
0.541,1.7547477845835338,0.5698824690280699
0.542,3.896400494292513,0.2566471289244548
0.543,3.673693992195895,0.2722055789416105
0.544,171.39062836655754,0.005834624737248027
0.545,167.18253965510732,0.005981485878028715
0.546,167.1133011303783,0.005983964132333314
0.547,Inf,0.0
0.548,Inf,0.0
0.549,Inf,0.0
0.55,Inf,0.0
0.56,Inf,0.0
0.57,Inf,0.0
0.58,Inf,0.0
0.59,Inf,0.0
0.6,Inf,0.0
0.61,Inf,0.0
0.62,Inf,0.0
0.63,Inf,0.0
0.64,Inf,0.0
0.65,Inf,0.0
0.66,Inf,0.0
0.67,Inf,0.0
0.68,Inf,0.0
