X,Y_1,Y_2
0.01,1.0020446606933735,0.0025281761633922277
0.02,1.0102399776944881,0.010516973451067568
0.03,0.9865764875033386,0.02364228842591738
0.04,1.0069131554752624,0.04120933586004967
0.05,1.003648485686686,0.06406100936327866
0.06,1.0459485558091757,0.09075252334940022
0.07,1.0726769899955202,0.1213273286612237
0.08,1.0531402700526984,0.1545346977067432
0.09,1.0896932239857064,0.19206651803123373
0.1,1.1268913916797476,0.23302325872601384
0.11,1.1279027859117599,0.2756534818677038
0.12,1.1639763002062695,0.3190817050525827
0.13,1.1648558865489422,0.36595646494667305
0.14,1.177572594105406,0.4127858067929376
0.15,1.1928977595272963,0.46316943175204806
0.16,1.2524460500845656,0.5127632829748385
0.17,1.2585478237202712,0.5668516593433394
0.18,1.2885439999044601,0.6201030134523238
0.19,1.3248592108664639,0.6757659984805554
0.2,1.3236510542630835,0.7241435655780254
0.21,1.3378347810292945,0.7807852943262488
0.22,1.3735639499152765,0.8384437698029866
0.23,1.4002264139661216,0.8970045192290811
0.24,1.4365530080759927,0.9490790144245732
0.25,1.4430720548874194,1.0023402658519918
0.26,1.4793566906451514,1.0659195339755654
0.27,1.4648149457139377,1.1238502393401364
0.28,1.5135342541334553,1.1591212344317632
0.29,1.5590876746989932,1.2085213792765253
0.3,1.5893696200974934,1.2731279772150692
0.31,1.6164572914143527,1.3109886182937174
0.32,1.6304124493075707,1.3668071808306836
0.33,1.668076838551599,1.4310141769961597
0.34,1.6711567898731097,1.4650014216913656
0.35,1.7038167359166352,1.5073350643515306
0.36,1.7235266200962156,1.553726418207197
0.37,1.7673002729571936,1.594402157654393
0.38,1.7950184974812242,1.6356285541242788
0.39,1.7857669240386147,1.6709487229439088
0.4,1.7976354694049834,1.71850391692781
0.41,1.7991605137375681,1.7424328214277982
0.42,1.8031049524182718,1.7849183502459922
0.43,1.8381787926956246,1.7976590721678158
0.44,1.8283406378565359,1.8129440400975054
0.45,1.8658290116539307,1.850365771297169
0.46,1.8745634746470892,1.8588125071876915
0.47,1.8508053561852837,1.8716024526918742
0.48,1.8375752206024802,1.8695808065984212
0.49,1.8716087952501288,1.8657486226534696
0.5,1.8634793261697093,1.9061781829702467
0.51,1.8652235118939071,1.908651734854156
0.52,1.8672760561936983,1.9017012101606212
0.53,1.843508417328023,1.8788602011064677
0.54,1.874723265537638,1.8757247913688853
0.55,1.8304614780787978,1.839388306909483
0.56,1.8736444371817678,1.7946523776789038
0.57,1.761962721250587,1.7893417575527455
0.58,1.7422708746510542,1.7399776518505905
0.59,1.6929608874528124,1.7037504912118864
0.6,1.6866604092890687,1.6522917653836082
0.61,1.5814316201401775,1.588059688437807
0.62,1.524240148195244,1.5245700139928158
0.63,1.42889824069693,1.4350191366410718
0.64,1.3654564476721422,1.368531358641101
0.65,1.317940847414845,1.2660801171055178
0.66,1.2266330713083924,1.1508107957064042
0.67,1.057721390962301,0.9925576968725176
0.68,0.8983986678165429,0.8255856724470262
0.69,0.6394591894600448,0.642121634129891
0.692,0.625723810801102,0.6060823826598272
0.694,0.5230083370156287,0.5470458128295697
0.696,0.5316851440453383,0.5051964255949392
0.698,0.4563788511420078,0.4502829314550876
0.7,0.3796952226266809,0.3957848627560049
0.702,0.3357201709056161,0.380935702234023
0.704,0.2534902726161409,0.31550835997096505
0.706,0.20051846257765302,0.19666709154497616
0.708,0.1514271498721163,0.14635889212409742
0.71,0.10022805940914177,0.10090975412767617
0.712,0.0778616324239334,0.07447087628212473
0.714,0.05182524398109077,0.06367763572697346
0.716,0.05716919339688075,0.023858717300796455
0.718,0.03147349790549744,0.011737519666209067
0.72,0.03562712820690883,0.008605002111465795
0.722,0.021178404582943636,0.0055151826500004966
0.724,0.02364280193447837,0.0
0.726,0.020903569053365677,0.0
0.728,0.023391631470378954,0.0
0.73,0.015165030726415058,0.0
0.74,0.006153851665772301,0.0
0.75,0.0038897200238462823,0.0
