X,Y_1,Y_2,Y_3,Y_4,Y_5
0.32,0.7408180133312832,795.4,0.0366321,0.006706867982409556,5.095097239362772
0.33,0.7864105569261934,779.8,0.037934260000000004,0.006817676079790633,5.086082479041522
0.34,0.83482466799639,768.0,0.038767640000000006,0.006930446145538337,5.086473210528114
0.35,0.8855210537042714,762.0,0.038305820000000004,0.007065459777571973,5.086083053578531
0.36,0.9390697382132792,734.6,0.0391546,0.007188375248152601,5.078352403315295
0.37,0.9957243207959895,723.6,0.0396936,0.007345086928694224,5.067104848088876
0.38,1.0548474985550462,712.4,0.040325280000000005,0.0075134690803988664,5.070779075836551
0.39,1.1181604545519601,693.8,0.04065148,0.007674426300972169,5.053375725920608
0.4,1.1848196731698561,681.0,0.04137472,0.007856978457274977,5.0440464769464
0.41,1.2556541085567277,660.2,0.0419229,0.008057976692976409,5.0361200089849625
0.42,1.3302138216480697,648.2,0.04264474,0.008267114463577984,5.031692634274906
0.43,1.4098627332981413,624.2,0.04349922,0.008488825045631377,5.011575412324394
0.44,1.494502437888901,613.8,0.04317784,0.00870930665501109,4.99440886601302
0.45,1.5839311007863295,591.8,0.04568068000000001,0.008978835982368101,4.973050798906463
0.46,1.6795534360915745,575.4,0.046024459999999996,0.009255821619328357,4.949501215383059
0.47,1.7813153135221171,555.0,0.04663774,0.009547264460290299,4.948034989647979
0.48,1.8880427867297684,537.6,0.04773956,0.00987900967518624,4.920975628874723
0.49,2.003057631593569,520.0,0.05002996,0.010216529661358123,4.905459883357471
0.5,2.125765614285344,500.2,0.04916134,0.010613445301893332,4.8792970889868
0.51,2.2568165598584504,479.6,0.04973738,0.011009506237969863,4.852024162694918
0.52,2.396122550474354,459.0,0.05199474,0.01145390018075021,4.832200694121903
0.53,2.5478705588399597,446.8,0.05453792,0.011955475852383206,4.801337100737922
0.54,2.7100482166503337,423.6,0.05387938,0.012498832590450426,4.778645350308241
0.55,2.88378780159196,404.6,0.05714976000000001,0.013074938841852053,4.739421699739255
0.56,3.0690121796473067,383.0,0.0570813,0.013776764181232566,4.71611434592194
0.57,3.267922659575386,368.6,0.05939644000000001,0.01449342515735334,4.672668955293177
0.58,3.4860569694722443,344.4,0.06011999999999999,0.015297624091312597,4.644383896893831
0.59,3.717492028681323,329.8,0.06037526,0.016183955623473353,4.596990636004963
0.6,3.9718497794216945,306.4,0.06306370000000001,0.017200555277405317,4.556130648366936
0.61,4.246229874166454,291.4,0.06382817999999998,0.018396005126262247,4.533012108836262
0.62,4.542395313028999,268.2,0.06521746,0.01969605112479828,4.4776963450721246
0.63,4.866202460107127,249.2,0.06696562,0.021260351578245202,4.426174173646984
0.64,5.222681749881413,229.4,0.06994739999999999,0.02301870162542839,4.387901390783224
0.65,5.609041622254829,212.4,0.07297975999999999,0.02506050855131628,4.340613005286521
0.66,6.034372671882659,191.8,0.07369718,0.0275214339792515,4.272070876565134
0.67,6.500046631483494,175.2,0.07744762000000001,0.030436922589514533,4.2106289848653216
0.68,7.016397339527498,157.4,0.07947528,0.03390027019397507,4.142948612105288
0.69,7.588376207473456,139.8,0.08291003999999999,0.038279663537410885,4.065758931957757
0.7,8.222996790489384,120.8,0.08671704,0.04370295636690338,3.9906894532999444
0.71,8.942283296177832,104.8,0.09233376000000001,0.05075356784374693,3.894512094167424
0.72,9.743164275000932,88.0,0.09823918000000001,0.05974948307812457,3.8120346579527493
0.73,10.647374885506794,71.6,0.1040654,0.07234597837043508,3.6751966744667848
0.74,11.692409117733026,57.6,0.11297540000000002,0.09027178855595341,3.5653629177452997
0.75,12.904017851993633,45.6,0.1269418,0.11763820959018173,3.4288545765311866
0.76,14.310838035962671,31.6,0.1476516,0.1624857296454912,3.2134323003351026
0.77,15.977691279576428,21.4,0.1849492,0.2427131906047438,2.9810476975150118
0.78,17.978878626823548,12.6,0.26523660000000004,0.40280797589740813,2.7143311372213703
0.79,20.53119275693623,7.0,0.42240140000000004,0.6777939093288126,1.9940810476225077
0.8,24.76295141518886,6.0,0.5015272,0.8123086809224322,1.4342666964904907
0.81,31.4367152633665,6.0,0.5334133999999999,0.8632283649780871,1.2302048218279502
